P4,P4-SpecTec,Petr4
issue422.p4,PASS,PASS
issue4288.p4,PASS,PASS
issue430-1-bmv2.p4,PASS,PASS
issue430-bmv2.p4,PASS,PASS
issue4365_wdisable_precedence_over_werror.p4,PASS,PASS
issue4365_wdisable_precedence_over_werror_control.p4,PASS,PASS
issue447-1-bmv2.p4,PASS,PASS
issue447-2-bmv2.p4,PASS,PASS
issue447-3-bmv2.p4,PASS,PASS
issue447-4-bmv2.p4,PASS,PASS
issue447-5-bmv2.p4,PASS,PASS
issue447-bmv2.p4,PASS,PASS
issue4500.p4,PASS,FAIL
issue4507_1.p4,PASS,PASS
issue4507_2.p4,PASS,PASS
issue4548.p4,PASS,PASS
issue461-bmv2.p4,PASS,PASS
issue4625_remove_compile_time_bool_methodcall_of_mcs.p4,PASS,FAIL
issue4625_remove_compile_time_const_methodcall_of_mcs.p4,PASS,PASS
issue4656_const_fold_generic_switch_label_expr.p4,PASS,FAIL
issue4656_fold_bit_width_const_mux_expr.p4,PASS,FAIL
issue4661_non_pure_extern_function_const_args.p4,PASS,FAIL
issue4661_pure_extern_function_const_args.p4,PASS,FAIL
issue47.p4,PASS,PASS
issue4739.p4,PASS,FAIL
issue4760_dontcare_action_out_arg.p4,PASS,PASS
issue4775-2.p4,PASS,PASS
issue4775.p4,PASS,PASS
issue4796.p4,PASS,PASS
issue4835-generic-struct.p4,PASS,FAIL
issue486-bmv2.p4,PASS,PASS
issue4883_dup_has_returned_decl.p4,PASS,PASS
issue4883_dup_has_returned_decl2.p4,PASS,PASS
issue4901_new_start_with_no_start_loopback.p4,PASS,PASS
issue4901_new_start_with_start_state_loopback.p4,PASS,PASS
issue4901_new_start_with_start_state_loopback2.p4,PASS,PASS
issue4932.p4,EXCLUDE,EXCLUDE
issue496.p4,PASS,PASS
issue5035.p4,PASS,PASS
issue510-bmv2.p4,PASS,PASS
issue512.p4,PASS,PASS
issue5211_simplify_parsers_dup_state_local_var_decl.p4,PASS,PASS
issue5231-const-int-concat.p4,PASS,FAIL
issue5237-folding-unused-const.p4,PASS,PASS
issue5237-folding-unused-minsizeinbits.p4,PASS,PASS
issue529.p4,PASS,PASS
issue5331-explicit-cast-overflow-mismatch-warning.p4,PASS,PASS
issue5331-explicit-cast-overflow-mismatch-warning2.p4,PASS,PASS
issue5331-explicit-cast-overflow-mismatch-warning3.p4,PASS,PASS
issue5331_srcinfo.p4,PASS,PASS
issue5335_default_initialized_non_header_stack.p4,EXCLUDE,EXCLUDE
issue5335_default_initialized_non_header_stack_nested.p4,EXCLUDE,EXCLUDE
issue561-1-bmv2.p4,PASS,PASS
issue561-2-bmv2.p4,PASS,PASS
issue561-3-bmv2.p4,PASS,PASS
issue561-4-bmv2.p4,PASS,PASS
issue561-5-bmv2.p4,PASS,PASS
issue561-6-bmv2.p4,PASS,PASS
issue561-7-bmv2.p4,PASS,PASS
issue561-bmv2.p4,PASS,PASS
issue561.p4,PASS,PASS
issue562-bmv2.p4,PASS,PASS
issue584-1-bmv2.p4,PASS,PASS
issue635-bmv2.p4,PASS,PASS
issue638-1.p4,PASS,PASS
issue648.p4,PASS,PASS
issue655-bmv2.p4,PASS,PASS
issue677-bmv2.p4,PASS,PASS
issue692-bmv2.p4,PASS,PASS
issue696-bmv2.p4,PASS,PASS
issue737-bmv2.p4,PASS,PASS
issue754.p4,PASS,PASS
issue774-4-bmv2.p4,PASS,PASS
issue774.p4,PASS,PASS
issue793.p4,PASS,PASS
issue794.p4,PASS,PASS
issue803-2.p4,PASS,PASS
issue803-3.p4,PASS,PASS
issue803.p4,PASS,PASS
issue822.p4,PASS,PASS
issue823.p4,PASS,PASS
issue841.p4,PASS,PASS
issue870_ebpf.p4,PASS,PASS
issue871.p4,PASS,PASS
issue887.p4,PASS,PASS
issue891-bmv2.p4,PASS,PASS
issue907-bmv2.p4,PASS,PASS
issue914-bmv2.p4,PASS,PASS
issue933-1.p4,PASS,PASS
issue933.p4,PASS,PASS
issue940.p4,PASS,PASS
issue949.p4,PASS,PASS
issue951.p4,PASS,PASS
issue955.p4,PASS,PASS
issue982.p4,PASS,PASS
issue983-bmv2.p4,PASS,PASS
issue986-1-bmv2.p4,PASS,PASS
issue986-bmv2.p4,PASS,PASS
issue995-bmv2.p4,PASS,PASS
junk-prop-bmv2.p4,PASS,PASS
key-bmv2.p4,PASS,PASS
key-issue-1020_ebpf.p4,PASS,PASS
key1-bmv2.p4,PASS,PASS
key_after_exit.p4,PASS,FAIL
key_ebpf.p4,PASS,PASS
kvanno.p4,PASS,PASS
large.p4,PASS,PASS
length_ebpf.p4,PASS,PASS
line.p4,PASS,PASS
list-compare.p4,PASS,PASS
list.p4,PASS,FAIL
list1.p4,PASS,FAIL
list2.p4,PASS,FAIL
list3.p4,EXCLUDE,EXCLUDE
list4.p4,EXCLUDE,EXCLUDE
list5.p4,PASS,FAIL
list6.p4,PASS,FAIL
list7.p4,PASS,PASS
list8.p4,PASS,FAIL
list9.p4,PASS,FAIL
lj_example.p4,PASS,PASS
localize_action_dont_care_args.p4,PASS,PASS
logging-bmv2.p4,PASS,PASS
lookahead_ubpf.p4,PASS,PASS
loop-3-clause-tricky2.p4,PASS,FAIL
lpm_ebpf.p4,PASS,PASS
lpm_ubpf.p4,PASS,PASS
lvalue-parens.p4,PASS,FAIL
m_psa-dpdk-non-zero-arg-default-action-08.p4,PASS,PASS
mask.p4,PASS,PASS
match-on-exprs-bmv2.p4,PASS,PASS
match-on-exprs2-bmv2.p4,PASS,PASS
match.p4,PASS,PASS
metadata_ubpf.p4,PASS,PASS
methodArgCast.p4,PASS,PASS
methodArgs.p4,PASS,PASS
metrics_test_1.p4,PASS,PASS
metrics_test_2.p4,PASS,FAIL
metrics_test_3.p4,PASS,PASS
metrics_test_4.p4,EXCLUDE,EXCLUDE
metrics_test_5.p4,PASS,PASS
metrics_test_6.p4,PASS,PASS
metrics_test_7.p4,PASS,PASS
metrics_test_8.p4,PASS,PASS
minsize.p4,EXCLUDE,EXCLUDE
ml-headers.p4,PASS,PASS
module.p4,PASS,PASS
multicast-bmv2.p4,PASS,PASS
mux-bmv2.p4,PASS,PASS
name_annotations_to_p4info-bmv2.p4,PASS,PASS
named-arg.p4,PASS,PASS
named-arg1.p4,PASS,PASS
named_meter_1-bmv2.p4,PASS,PASS
named_meter_bmv2.p4,PASS,PASS
names.p4,PASS,PASS
nested-actions-with-return-exit1.p4,PASS,PASS
nested-struct.p4,PASS,PASS
nested-tuple.p4,PASS,PASS
nested-tuple1.p4,PASS,PASS
nested_if_else.p4,PASS,PASS
nested_if_lvalue_dependencies.p4,PASS,PASS
nested_if_statement.p4,PASS,PASS
nested_select.p4,PASS,PASS
newtype.p4,PASS,PASS
newtype1.p4,PASS,PASS
newtype2.p4,PASS,PASS
next-def-use.p4,PASS,PASS
noMatch.p4,PASS,PASS
nonstandard_table_names-bmv2.p4,PASS,PASS
octal.p4,PASS,PASS
op_bin.p4,PASS,FAIL
opassign1-bmv2.p4,EXCLUDE,EXCLUDE
opassign1.p4,EXCLUDE,EXCLUDE
opassign2-bmv2.p4,EXCLUDE,EXCLUDE
overwrite.p4,PASS,PASS
p416-type-use3.p4,PASS,PASS
p4rt_digest_complex.p4,PASS,FAIL
package.p4,PASS,PASS
parenthesis-test_ubpf.p4,PASS,PASS
parse.p4,PASS,PASS
parser-arg.p4,PASS,PASS
parser-conditional.p4,PASS,PASS
parser-if.p4,PASS,FAIL
parser-inline-test1.p4,PASS,PASS
parser-inline-test10.p4,PASS,PASS
parser-inline-test11.p4,PASS,PASS
parser-inline-test12.p4,PASS,PASS
parser-inline-test13.p4,PASS,PASS
parser-inline-test2.p4,PASS,PASS
parser-inline-test3.p4,PASS,PASS
parser-inline-test4.p4,PASS,PASS
parser-inline-test5.p4,PASS,PASS
parser-inline-test6.p4,PASS,PASS
parser-inline-test7.p4,PASS,PASS
parser-inline-test8.p4,PASS,PASS
parser-inline-test9.p4,PASS,PASS
parser-locals.p4,PASS,PASS
parser-locals2.p4,PASS,PASS
parser-pragma.p4,PASS,PASS
parser-unroll-issue3537-1.p4,PASS,PASS
parser-unroll-issue3537.p4,PASS,PASS
parser-unroll-issue4006_twice_extracted_header.p4,PASS,PASS
parser-unroll-t1-cond.p4,PASS,PASS
parser-unroll-test1.p4,PASS,FAIL
parser-unroll-test10.p4,PASS,PASS
parser-unroll-test2.p4,PASS,PASS
parser-unroll-test3.p4,PASS,PASS
parser-unroll-test4.p4,PASS,PASS
parser-unroll-test5.p4,PASS,PASS
parser-unroll-test6.p4,PASS,PASS
parser-unroll-test7.p4,PASS,PASS
parser-unroll-test8.p4,PASS,PASS
parser-unroll-test9.p4,PASS,PASS
parser-unroll-uninitialized-slice-read.p4,PASS,PASS
parser-unroll-uninitialized-slice-write.p4,PASS,PASS
parser_error-bmv2.p4,PASS,PASS
pins_fabric.p4,EXCLUDE,EXCLUDE
pins_middleblock.p4,EXCLUDE,EXCLUDE
pins_wbb.p4,EXCLUDE,EXCLUDE
pipe.p4,EXCLUDE,EXCLUDE
pipeline.p4,PASS,PASS
pkginfo_annotation.p4,PASS,PASS
pna-action-selector-1.p4,PASS,PASS
pna-action-selector.p4,PASS,PASS
pna-add-on-miss.p4,PASS,PASS
pna-add_on_miss_action_name.p4,PASS,PASS
pna-direction-main-parser-err.p4,PASS,FAIL
pna-direction.p4,PASS,PASS
pna-dpdk-add_on_miss0.p4,PASS,PASS
pna-dpdk-add_on_miss1.p4,PASS,PASS
pna-dpdk-bvec_union.p4,PASS,PASS
pna-dpdk-direct-counter-learner.p4,PASS,PASS
pna-dpdk-direct-counter.p4,PASS,PASS
pna-dpdk-direct-meter-learner.p4,PASS,PASS
pna-dpdk-flatten-local-struct-decl.p4,PASS,PASS
pna-dpdk-header-stack-assignment.p4,PASS,FAIL
pna-dpdk-header-union-stack.p4,PASS,PASS
pna-dpdk-header-union-stack1.p4,PASS,PASS
pna-dpdk-header-union-stack2.p4,PASS,PASS
pna-dpdk-invalid-hdr-warnings5.p4,PASS,PASS
pna-dpdk-invalid-hdr-warnings6.p4,PASS,PASS
pna-dpdk-large-constants.p4,PASS,PASS
pna-dpdk-parser-state-err.p4,PASS,PASS
pna-dpdk-parser-wrong-arith.p4,PASS,PASS
pna-dpdk-small_sample.p4,PASS,PASS
pna-dpdk-table-key-consolidation-learner-1.p4,PASS,PASS
pna-dpdk-table-key-consolidation-learner-3.p4,PASS,PASS
pna-dpdk-table-key-consolidation-learner-4.p4,PASS,PASS
pna-dpdk-table-key-consolidation-learner-5.p4,PASS,PASS
pna-dpdk-table-key-consolidation-learner-6.p4,PASS,PASS
pna-dpdk-table-key-consolidation-learner-7.p4,PASS,PASS
pna-dpdk-table-key-use-annon.p4,PASS,PASS
pna-dpdk-toeplitz-hash-1.p4,PASS,PASS
pna-dpdk-toeplitz-hash.p4,PASS,PASS
pna-dpdk-union-bmv2.p4,PASS,PASS
pna-dpdk-wrong-warning.p4,PASS,PASS
pna-dpdk_128bit_odd_size.p4,PASS,PASS
pna-elim-hdr-copy-dpdk.p4,PASS,PASS
pna-example-SelectByDirection.p4,PASS,PASS
pna-example-SelectByDirection1.p4,PASS,PASS
pna-example-SelectByDirection2.p4,PASS,PASS
pna-example-bAnd-in-tableKey.p4,PASS,PASS
pna-example-dpdk-optional.p4,PASS,PASS
pna-example-dpdk-varbit-1.p4,PASS,PASS
pna-example-dpdk-varbit.p4,PASS,PASS
pna-example-header-union.p4,PASS,PASS
pna-example-header-union1.p4,PASS,PASS
pna-example-ipsec.p4,PASS,PASS
pna-example-mirror-packet-1.p4,PASS,PASS
pna-example-mirror-packet.p4,PASS,PASS
pna-example-pass-1.p4,PASS,PASS
pna-example-pass-2.p4,PASS,PASS
pna-example-pass-3.p4,PASS,PASS
pna-example-pass-parser.p4,PASS,FAIL
pna-example-pass.p4,PASS,PASS
pna-example-recirculate.p4,PASS,PASS
pna-example-tcp-connection-tracking.p4,PASS,PASS
pna-example-template.p4,PASS,PASS
pna-example-tunnel.p4,PASS,PASS
pna-example-varIndex-1.p4,PASS,PASS
pna-example-varIndex-2.p4,PASS,FAIL
pna-example-varIndex.p4,PASS,PASS
pna-extract-local-header.p4,PASS,PASS
pna-ipv6-actions.p4,PASS,PASS
pna-issue3041.p4,PASS,PASS
pna-lookahead-structure-bit-field.p4,PASS,PASS
pna-lookahead-structure.p4,PASS,PASS
pna-mux-dismantle.p4,PASS,PASS
pna-subparser.p4,PASS,PASS
pna-too-big-label-name-dpdk.p4,PASS,PASS
pr1363.p4,PASS,PASS
pragma-action.p4,PASS,PASS
pragma-deprecated.p4,PASS,PASS
pragma-pkginfo.p4,PASS,PASS
pragma-string.p4,PASS,PASS
pragmas.p4,PASS,PASS
precedence-lt.p4,PASS,PASS
precedence.p4,EXCLUDE,EXCLUDE
pred.p4,PASS,PASS
pred1.p4,PASS,PASS
pred2.p4,PASS,PASS
predication_issue.p4,PASS,PASS
predication_issue_1.p4,PASS,PASS
predication_issue_2.p4,PASS,PASS
predication_issue_3.p4,PASS,PASS
predication_issue_4.p4,PASS,PASS
proliferation1.p4,PASS,PASS
psa-action-profile1.p4,PASS,PASS
psa-action-profile3.p4,PASS,PASS
psa-action-profile4.p4,PASS,PASS
psa-action-selector1.p4,PASS,PASS
psa-action-selector2.p4,PASS,PASS
psa-action-selector3.p4,PASS,PASS
psa-action-selector4.p4,PASS,PASS
psa-action-selector5.p4,PASS,PASS
psa-action-selector6.p4,PASS,PASS
psa-basic-counter-bmv2.p4,PASS,PASS
psa-bool-ternary-const-entry-bmv2.p4,EXCLUDE,EXCLUDE
psa-conditional_operator.p4,PASS,PASS
psa-counter1.p4,PASS,PASS
psa-counter2.p4,PASS,PASS
psa-counter3.p4,PASS,PASS
psa-counter4.p4,PASS,PASS
psa-custom-type-counter-index.p4,PASS,PASS
psa-dpdk-128bitCast.p4,PASS,PASS
psa-dpdk-binary-operations-1.p4,EXCLUDE,EXCLUDE
psa-dpdk-binary-operations.p4,EXCLUDE,EXCLUDE
psa-dpdk-checksum-arg-header.p4,PASS,PASS
psa-dpdk-errorcode-1.p4,PASS,PASS
psa-dpdk-errorcode-2.p4,PASS,PASS
psa-dpdk-errorcode.p4,PASS,PASS
psa-dpdk-flatten-local-struct.p4,PASS,PASS
psa-dpdk-hdr-field-non-align.p4,PASS,PASS
psa-dpdk-header-union-typedef.p4,EXCLUDE,EXCLUDE
psa-dpdk-large-header-fields.p4,PASS,PASS
psa-dpdk-large-struct-fields.p4,PASS,PASS
psa-dpdk-lpm-match-err3.p4,PASS,PASS
psa-dpdk-lpm-match-err4.p4,PASS,PASS
psa-dpdk-lpm-match-err5.p4,PASS,PASS
psa-dpdk-lpm-match-valid.p4,PASS,PASS
psa-dpdk-non-zero-arg-default-action-01.p4,PASS,PASS
psa-dpdk-non-zero-arg-default-action-02.p4,PASS,PASS
psa-dpdk-non-zero-arg-default-action-03.p4,PASS,PASS
psa-dpdk-non-zero-arg-default-action-04.p4,PASS,PASS
psa-dpdk-non-zero-arg-default-action-05.p4,PASS,PASS
psa-dpdk-non-zero-arg-default-action-06.p4,PASS,PASS
psa-dpdk-non-zero-arg-default-action-07.p4,PASS,PASS
psa-dpdk-non-zero-arg-default-action-08.p4,PASS,PASS
psa-dpdk-non-zero-arg-default-action-09.p4,PASS,PASS
psa-dpdk-struct-field.p4,PASS,PASS
psa-dpdk-table-entries-exact-ternary.p4,PASS,FAIL
psa-dpdk-table-key-consolidation-if-1.p4,PASS,PASS
psa-dpdk-table-key-consolidation-if.p4,PASS,PASS
psa-dpdk-table-key-consolidation-mixed-keys-1.p4,PASS,PASS
psa-dpdk-table-key-consolidation-mixed-keys-10.p4,PASS,PASS
psa-dpdk-table-key-consolidation-mixed-keys-2.p4,PASS,PASS
psa-dpdk-table-key-consolidation-mixed-keys-3.p4,PASS,PASS
psa-dpdk-table-key-consolidation-mixed-keys-4.p4,PASS,PASS
psa-dpdk-table-key-consolidation-mixed-keys-5.p4,PASS,PASS
psa-dpdk-table-key-consolidation-mixed-keys-6.p4,PASS,PASS
psa-dpdk-table-key-consolidation-mixed-keys-7.p4,PASS,PASS
psa-dpdk-table-key-consolidation-mixed-keys-8.p4,PASS,PASS
psa-dpdk-table-key-consolidation-mixed-keys-9.p4,PASS,PASS
psa-dpdk-table-key-consolidation-mixed-keys.p4,PASS,PASS
psa-dpdk-table-key-consolidation-switch.p4,PASS,PASS
psa-dpdk-table-key-error-1.p4,PASS,PASS
psa-dpdk-table-key-error.p4,PASS,PASS
psa-dpdk-table-key-isValid1.p4,PASS,PASS
psa-dpdk-table-key-isValid2.p4,PASS,PASS
psa-dpdk-table-key-isValid3.p4,PASS,PASS
psa-dpdk-table-key-isValid4.p4,PASS,PASS
psa-dpdk-table-key-isValid5.p4,PASS,PASS
psa-dpdk-table-key-isValid6.p4,PASS,PASS
psa-dpdk-table-key-isValid7.p4,PASS,PASS
psa-dpdk-tmp-mask-align.p4,PASS,PASS
psa-dpdk-token-too-big.p4,PASS,PASS
psa-drop-all-bmv2.p4,PASS,PASS
psa-drop-all-corrected-bmv2.p4,PASS,PASS
psa-e2e-cloning-basic-bmv2.p4,PASS,PASS
psa-end-of-ingress-test-bmv2.p4,PASS,PASS
psa-example-counters-bmv2.p4,PASS,PASS
psa-example-digest-bmv2.p4,PASS,PASS
psa-example-dpdk-byte-alignment_1.p4,PASS,PASS
psa-example-dpdk-byte-alignment_2.p4,PASS,PASS
psa-example-dpdk-byte-alignment_3.p4,PASS,PASS
psa-example-dpdk-byte-alignment_4.p4,PASS,PASS
psa-example-dpdk-byte-alignment_5.p4,PASS,PASS
psa-example-dpdk-byte-alignment_6.p4,PASS,PASS
psa-example-dpdk-byte-alignment_7.p4,PASS,PASS
psa-example-dpdk-byte-alignment_8.p4,PASS,PASS
psa-example-dpdk-byte-alignment_9.p4,PASS,PASS
psa-example-dpdk-counter.p4,PASS,PASS
psa-example-dpdk-directmeter.p4,PASS,PASS
psa-example-dpdk-externs.p4,PASS,PASS
psa-example-dpdk-local-variable.p4,PASS,PASS
psa-example-dpdk-meter-execute-err.p4,PASS,PASS
psa-example-dpdk-meter.p4,PASS,PASS
psa-example-dpdk-meter1.p4,PASS,PASS
psa-example-dpdk-varbit-bmv2.p4,PASS,PASS
psa-example-incremental-checksum.p4,PASS,PASS
psa-example-logical-operations.p4,PASS,PASS
psa-example-mask-range.p4,PASS,PASS
psa-example-mask-range1.p4,PASS,PASS
psa-example-optional-match.p4,PASS,PASS
psa-example-parser-checksum.p4,PASS,PASS
psa-example-range-match.p4,PASS,PASS
psa-example-register2-bmv2.p4,PASS,PASS
psa-example-select_tuple-1.p4,PASS,PASS
psa-example-select_tuple-mask.p4,PASS,PASS
psa-example-select_tuple-wc.p4,PASS,PASS
psa-example-select_tuple.p4,PASS,PASS
psa-example-switch-with-constant-expr.p4,PASS,FAIL
psa-fwd-bmv2.p4,PASS,PASS
psa-hash-02.p4,PASS,PASS
psa-hash-03.p4,PASS,PASS
psa-hash-04.p4,PASS,PASS
psa-hash-05.p4,PASS,PASS
psa-hash-06.p4,PASS,PASS
psa-hash-07.p4,PASS,PASS
psa-hash-08.p4,PASS,PASS
psa-hash-09.p4,PASS,PASS
psa-hash-10.p4,PASS,PASS
psa-hash.p4,PASS,PASS
psa-header-stack.p4,PASS,PASS
psa-i2e-cloning-basic-bmv2.p4,PASS,PASS
psa-idle-timeout.p4,PASS,PASS
psa-isvalid.p4,PASS,PASS
psa-metadata-bmv2.p4,PASS,PASS
psa-meter1.p4,PASS,PASS
psa-meter3.p4,PASS,PASS
psa-meter4.p4,PASS,PASS
psa-meter5.p4,PASS,PASS
psa-meter7-bmv2.p4,PASS,PASS
psa-multicast-basic-2-bmv2.p4,PASS,PASS
psa-multicast-basic-bmv2.p4,PASS,PASS
psa-multicast-basic-corrected-bmv2.p4,PASS,PASS
psa-parser-error-test-bmv2.p4,PASS,PASS
psa-random.p4,PASS,PASS
psa-recirculate-no-meta-bmv2.p4,PASS,PASS
psa-register-complex-bmv2.p4,PASS,PASS
psa-register-read-write-2-bmv2.p4,PASS,PASS
psa-register-read-write-bmv2.p4,PASS,PASS
psa-register1.p4,PASS,PASS
psa-register2.p4,PASS,PASS
psa-register3.p4,PASS,PASS
psa-remove-header.p4,PASS,PASS
psa-resubmit-bmv2.p4,PASS,PASS
psa-subtract-inst1.p4,PASS,PASS
psa-switch-expression-without-default.p4,PASS,FAIL
psa-table-hit-miss.p4,PASS,PASS
psa-test.p4,PASS,PASS
psa-top-level-assignments-bmv2.p4,PASS,PASS
psa-unicast-or-drop-bmv2.p4,PASS,PASS
psa-unicast-or-drop-corrected-bmv2.p4,PASS,PASS
psa-variable-index.p4,PASS,FAIL
pvs-bitstring-bmv2.p4,PASS,PASS
pvs-nested-struct.p4,EXCLUDE,EXCLUDE
pvs-struct-1-bmv2.p4,EXCLUDE,EXCLUDE
pvs-struct-2-bmv2.p4,EXCLUDE,EXCLUDE
pvs-struct-3-bmv2.p4,EXCLUDE,EXCLUDE
pvs.p4,PASS,PASS
rcp.p4,PASS,PASS
rcp1.p4,PASS,PASS
redundant_parsers_dangling_unused_parser_decl.p4,PASS,PASS
register-serenum-bmv2.p4,PASS,PASS
reject.p4,PASS,PASS
runtime-index-2-bmv2.p4,PASS,PASS
runtime-index-bmv2.p4,PASS,PASS
same_name_for_table_and_action.p4,PASS,PASS
saturated-bmv2.p4,PASS,PASS
scalarmeta-bmv2.p4,PASS,PASS
select-struct.p4,PASS,PASS
select-type.p4,PASS,PASS
serEnumImplCast.p4,PASS,FAIL
serenum-expr.p4,PASS,PASS
serenum-int.p4,PASS,PASS
serenum.p4,PASS,PASS
shadow-after-use.p4,EXCLUDE,EXCLUDE
shadow.p4,PASS,PASS
shadow1.p4,PASS,PASS
shadow3.p4,EXCLUDE,EXCLUDE
shift-int-const.p4,PASS,PASS
shift_precendence.p4,PASS,PASS
side_effects.p4,PASS,PASS
simple-actions_ubpf.p4,PASS,PASS
simple-firewall_ubpf.p4,PASS,PASS
simplify.p4,PASS,PASS
simplify_method_calls.p4,PASS,PASS
simplify_slice.p4,PASS,PASS
slice-def-use.p4,PASS,PASS
slice-def-use1.p4,PASS,PASS
spec-ex01.p4,PASS,PASS
spec-ex03.p4,PASS,PASS
spec-ex04.p4,PASS,PASS
spec-ex06.p4,PASS,PASS
spec-ex08.p4,PASS,PASS
spec-ex09.p4,PASS,PASS
spec-ex10.p4,PASS,PASS
spec-ex12.p4,PASS,PASS
spec-ex13.p4,PASS,PASS
spec-ex14.p4,PASS,PASS
spec-ex15.p4,PASS,PASS
spec-ex16.p4,PASS,PASS
spec-ex17.p4,PASS,PASS
spec-ex18.p4,PASS,PASS
spec-ex19.p4,PASS,PASS
spec-ex20.p4,PASS,PASS
spec-ex22.p4,PASS,PASS
spec-ex25.p4,EXCLUDE,EXCLUDE
spec-ex27.p4,PASS,PASS
spec-ex29.p4,PASS,PASS
spec-ex30.p4,PASS,PASS
spec-ex31.p4,PASS,PASS
spec-ex34.p4,PASS,PASS
spec-issue1060.p4,PASS,PASS
spec-issue1068.p4,EXCLUDE,EXCLUDE
spec-issue1297-string-cat.p4,EXCLUDE,EXCLUDE
specIssue884.p4,PASS,FAIL
specialization.p4,PASS,PASS
stack-bmv2.p4,PASS,PASS
stack-bvec-bmv2.p4,PASS,PASS
stack-init.p4,PASS,FAIL
stack.p4,PASS,PASS
stack2.p4,PASS,PASS
stack_complex-bmv2.p4,PASS,PASS
stack_ebpf.p4,PASS,PASS
standard_headers.p4,PASS,PASS
states.p4,PASS,PASS
std_meta_inlining.p4,PASS,PASS
strength.p4,EXCLUDE,EXCLUDE
strength2.p4,PASS,PASS
strength3.p4,PASS,PASS
strength4-bmv2.p4,PASS,PASS
strength5.p4,PASS,PASS
strength6.p4,PASS,PASS
string.p4,PASS,PASS
string_anno.p4,PASS,PASS
struct.p4,PASS,PASS
struct1.p4,PASS,PASS
structArg.p4,PASS,PASS
struct_assignment_optimization.p4,PASS,PASS
struct_init-1.p4,PASS,PASS
struct_init.p4,PASS,PASS
structure-valued-expr-ok-1-bmv2.p4,PASS,PASS
structured-annotation.p4,PASS,PASS
structured_annotations.p4,PASS,PASS
subparser-with-header-stack-bmv2.p4,PASS,PASS
switch-expression.p4,PASS,FAIL
switch_ebpf.p4,PASS,PASS
synth-action.p4,PASS,PASS
table-entries-exact-bmv2.p4,PASS,PASS
table-entries-exact-ternary-bmv2.p4,PASS,PASS
table-entries-lpm-bmv2.p4,PASS,PASS
table-entries-no-arg-actions.p4,PASS,FAIL
table-entries-optional-bmv2.p4,PASS,PASS
table-entries-priority-bmv2.p4,PASS,PASS
table-entries-range-bmv2.p4,PASS,PASS
table-entries-ser-enum-bmv2.p4,EXCLUDE,EXCLUDE
table-entries-ternary-bmv2.p4,PASS,PASS
table-entries-valid-bmv2.p4,PASS,PASS
table-key-serenum-bmv2.p4,PASS,PASS
template.p4,PASS,PASS
ternary2-bmv2.p4,PASS,PASS
ternary_ebpf.p4,PASS,PASS
test-parserinvalidargument-error-bmv2.p4,PASS,PASS
test_ebpf.p4,PASS,PASS
trailing-comma.p4,PASS,FAIL
truncate_ubpf.p4,PASS,PASS
tunneling_ubpf.p4,PASS,PASS
tuple.p4,PASS,PASS
tuple0.p4,PASS,PASS
tuple1.p4,PASS,PASS
tuple2.p4,PASS,PASS
tuple3.p4,PASS,FAIL
tuple4.p4,PASS,FAIL
tuple5.p4,EXCLUDE,EXCLUDE
tuple5a.p4,EXCLUDE,EXCLUDE
two-functions.p4,PASS,PASS
twoPipe.p4,PASS,PASS
two_ebpf.p4,PASS,PASS
type-params.p4,PASS,PASS
type-shadow.p4,PASS,PASS
type-spec-nested.p4,PASS,FAIL
typedef-constructor.p4,PASS,FAIL
ubpf_checksum_extern.p4,PASS,PASS
ubpf_hash_extern.p4,PASS,PASS
uninit-nowarnings.p4,PASS,PASS
uninit.p4,PASS,PASS
union-bmv2.p4,PASS,PASS
union-key.p4,PASS,PASS
union-valid-bmv2.p4,PASS,PASS
union1-bmv2.p4,PASS,PASS
union2-bmv2.p4,PASS,PASS
union3-bmv2.p4,PASS,PASS
union4-bmv2.p4,PASS,PASS
unreachable-accept.p4,PASS,PASS
unreachable.p4,PASS,PASS
unused-counter-bmv2.p4,PASS,PASS
unused.p4,PASS,PASS
up4.p4,PASS,PASS
use-priority-as-name.p4,PASS,PASS
useless-cast.p4,PASS,PASS
v1model-const-entries-bmv2.p4,PASS,PASS
v1model-digest-containing-ser-enum.p4,PASS,PASS
v1model-digest-custom-type.p4,PASS,PASS
v1model-p4runtime-enumint-types1.p4,EXCLUDE,EXCLUDE
v1model-p4runtime-most-types1.p4,EXCLUDE,EXCLUDE
v1model-special-ops-bmv2.p4,PASS,PASS
valid.p4,PASS,PASS
valid_ebpf.p4,PASS,PASS
value-sets.p4,PASS,PASS
value_set_ebpf.p4,PASS,PASS
verify-bmv2.p4,PASS,PASS
verify_disjunction.p4,PASS,PASS
verify_ebpf.p4,PASS,PASS
version.p4,PASS,PASS
very_simple_model.p4,PASS,PASS
virtual.p4,PASS,FAIL
virtual2.p4,PASS,FAIL
virtual3.p4,EXCLUDE,EXCLUDE
vss-example.p4,PASS,PASS
wrong-warning.p4,PASS,PASS
x-bmv2.p4,PASS,PASS
xdp_dec_ttl_ebpf-kernel.p4,PASS,PASS
xdp_vlan_push_pop_ebpf-kernel.p4,PASS,PASS
xor_test.p4,PASS,PASS
