p4,stf,p4-spectec,petr4,hol4p4
gauntlet_exit_combination_16-bmv2__2.p4,gauntlet_exit_combination_16-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_exit_combination_16-bmv2__3.p4,gauntlet_exit_combination_16-bmv2__3.stf,PASS,FAIL,FAIL
gauntlet_exit_combination_16-bmv2__4.p4,gauntlet_exit_combination_16-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_exit_combination_17-bmv2__1.p4,gauntlet_exit_combination_17-bmv2__1.stf,PASS,FAIL,FAIL
gauntlet_exit_combination_17-bmv2__2.p4,gauntlet_exit_combination_17-bmv2__2.stf,PASS,FAIL,FAIL
gauntlet_exit_combination_17-bmv2__3.p4,gauntlet_exit_combination_17-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_exit_combination_17-bmv2__4.p4,gauntlet_exit_combination_17-bmv2__4.stf,PASS,FAIL,FAIL
gauntlet_exit_combination_17-bmv2__5.p4,gauntlet_exit_combination_17-bmv2__5.stf,PASS,FAIL,FAIL
gauntlet_exit_combination_17-bmv2__6.p4,gauntlet_exit_combination_17-bmv2__6.stf,PASS,PASS,FAIL
gauntlet_exit_combination_18-bmv2__1.p4,gauntlet_exit_combination_18-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_exit_combination_18-bmv2__2.p4,gauntlet_exit_combination_18-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_exit_combination_19-bmv2__1.p4,gauntlet_exit_combination_19-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_exit_combination_19-bmv2__2.p4,gauntlet_exit_combination_19-bmv2__2.stf,PASS,FAIL,FAIL
gauntlet_exit_combination_19-bmv2__3.p4,gauntlet_exit_combination_19-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_exit_combination_19-bmv2__4.p4,gauntlet_exit_combination_19-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_exit_combination_2-bmv2__1.p4,gauntlet_exit_combination_2-bmv2__1.stf,PASS,FAIL,FAIL
gauntlet_exit_combination_2-bmv2__2.p4,gauntlet_exit_combination_2-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_exit_combination_2-bmv2__3.p4,gauntlet_exit_combination_2-bmv2__3.stf,PASS,FAIL,FAIL
gauntlet_exit_combination_2-bmv2__4.p4,gauntlet_exit_combination_2-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_exit_combination_20-bmv2__1.p4,gauntlet_exit_combination_20-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_exit_combination_20-bmv2__2.p4,gauntlet_exit_combination_20-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_exit_combination_21-bmv2__1.p4,gauntlet_exit_combination_21-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_exit_combination_21-bmv2__2.p4,gauntlet_exit_combination_21-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_exit_combination_22-bmv2__1.p4,gauntlet_exit_combination_22-bmv2__1.stf,PASS,FAIL,FAIL
gauntlet_exit_combination_22-bmv2__2.p4,gauntlet_exit_combination_22-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_exit_combination_22-bmv2__3.p4,gauntlet_exit_combination_22-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_exit_combination_22-bmv2__4.p4,gauntlet_exit_combination_22-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_exit_combination_23-bmv2__1.p4,gauntlet_exit_combination_23-bmv2__1.stf,PASS,FAIL,FAIL
gauntlet_exit_combination_23-bmv2__2.p4,gauntlet_exit_combination_23-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_exit_combination_23-bmv2__3.p4,gauntlet_exit_combination_23-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_exit_combination_3-bmv2__1.p4,gauntlet_exit_combination_3-bmv2__1.stf,PASS,FAIL,FAIL
gauntlet_exit_combination_3-bmv2__2.p4,gauntlet_exit_combination_3-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_exit_combination_3-bmv2__3.p4,gauntlet_exit_combination_3-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_exit_combination_4-bmv2__1.p4,gauntlet_exit_combination_4-bmv2__1.stf,PASS,FAIL,FAIL
gauntlet_exit_combination_4-bmv2__2.p4,gauntlet_exit_combination_4-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_exit_combination_4-bmv2__3.p4,gauntlet_exit_combination_4-bmv2__3.stf,PASS,FAIL,FAIL
gauntlet_exit_combination_4-bmv2__4.p4,gauntlet_exit_combination_4-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_exit_combination_5-bmv2__1.p4,gauntlet_exit_combination_5-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_exit_combination_5-bmv2__2.p4,gauntlet_exit_combination_5-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_exit_combination_6-bmv2__1.p4,gauntlet_exit_combination_6-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_exit_combination_6-bmv2__2.p4,gauntlet_exit_combination_6-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_exit_combination_7-bmv2__1.p4,gauntlet_exit_combination_7-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_exit_combination_7-bmv2__2.p4,gauntlet_exit_combination_7-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_exit_combination_8-bmv2__1.p4,gauntlet_exit_combination_8-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_exit_combination_8-bmv2__2.p4,gauntlet_exit_combination_8-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_exit_combination_9-bmv2__1.p4,gauntlet_exit_combination_9-bmv2__1.stf,PASS,FAIL,FAIL
gauntlet_exit_combination_9-bmv2__2.p4,gauntlet_exit_combination_9-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_exit_combination_9-bmv2__3.p4,gauntlet_exit_combination_9-bmv2__3.stf,PASS,FAIL,FAIL
gauntlet_exit_combination_9-bmv2__4.p4,gauntlet_exit_combination_9-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_function_if_hdr_return-bmv2__1.p4,gauntlet_function_if_hdr_return-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_function_if_hdr_return-bmv2__2.p4,gauntlet_function_if_hdr_return-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_function_return_cast-bmv2__1.p4,gauntlet_function_return_cast-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_function_return_cast-bmv2__2.p4,gauntlet_function_return_cast-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_function_return-bmv2__1.p4,gauntlet_function_return-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_hdr_assign_1-bmv2__1.p4,gauntlet_hdr_assign_1-bmv2__1.stf,PASS,PASS,PASS
gauntlet_hdr_assign_1-bmv2__2.p4,gauntlet_hdr_assign_1-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_hdr_assign_1-bmv2__3.p4,gauntlet_hdr_assign_1-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_hdr_assign_2-bmv2__1.p4,gauntlet_hdr_assign_2-bmv2__1.stf,PASS,PASS,PASS
gauntlet_hdr_assign_2-bmv2__2.p4,gauntlet_hdr_assign_2-bmv2__2.stf,PASS,PASS,PASS
gauntlet_hdr_assign_2-bmv2__3.p4,gauntlet_hdr_assign_2-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_hdr_function_cast-bmv2__1.p4,gauntlet_hdr_function_cast-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_hdr_function_cast-bmv2__2.p4,gauntlet_hdr_function_cast-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_hdr_function_cast-bmv2__3.p4,gauntlet_hdr_function_cast-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_hdr_function_cast-bmv2__4.p4,gauntlet_hdr_function_cast-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_hdr_function_cast-bmv2__5.p4,gauntlet_hdr_function_cast-bmv2__5.stf,PASS,PASS,FAIL
gauntlet_hdr_function_cast-bmv2__6.p4,gauntlet_hdr_function_cast-bmv2__6.stf,PASS,PASS,FAIL
gauntlet_hdr_in_value-bmv2__1.p4,gauntlet_hdr_in_value-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_hdr_in_value-bmv2__2.p4,gauntlet_hdr_in_value-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_hdr_init-bmv2__1.p4,gauntlet_hdr_init-bmv2__1.stf,PASS,PASS,PASS
gauntlet_hdr_init-bmv2__2.p4,gauntlet_hdr_init-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_hdr_init-bmv2__3.p4,gauntlet_hdr_init-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_hdr_int_initializer-bmv2__1.p4,gauntlet_hdr_int_initializer-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_hdr_int_initializer-bmv2__2.p4,gauntlet_hdr_int_initializer-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_hdr_out_in_action-bmv2__1.p4,gauntlet_hdr_out_in_action-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_hdr_out_in_action-bmv2__2.p4,gauntlet_hdr_out_in_action-bmv2__2.stf,PASS,FAIL,FAIL
gauntlet_hdr_out_in_action-bmv2__3.p4,gauntlet_hdr_out_in_action-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_hdr_set_valid-bmv2__1.p4,gauntlet_hdr_set_valid-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_hdr_set_valid-bmv2__2.p4,gauntlet_hdr_set_valid-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_hdr_set_valid-bmv2__3.p4,gauntlet_hdr_set_valid-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_hdr_set_valid-bmv2__4.p4,gauntlet_hdr_set_valid-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_index_1-bmv2__1.p4,gauntlet_index_1-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_index_1-bmv2__10.p4,gauntlet_index_1-bmv2__10.stf,PASS,PASS,FAIL
gauntlet_index_1-bmv2__2.p4,gauntlet_index_1-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_index_1-bmv2__3.p4,gauntlet_index_1-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_index_1-bmv2__4.p4,gauntlet_index_1-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_index_1-bmv2__5.p4,gauntlet_index_1-bmv2__5.stf,PASS,PASS,FAIL
gauntlet_index_1-bmv2__6.p4,gauntlet_index_1-bmv2__6.stf,PASS,PASS,FAIL
gauntlet_index_1-bmv2__7.p4,gauntlet_index_1-bmv2__7.stf,PASS,PASS,FAIL
gauntlet_index_1-bmv2__8.p4,gauntlet_index_1-bmv2__8.stf,PASS,PASS,FAIL
gauntlet_index_1-bmv2__9.p4,gauntlet_index_1-bmv2__9.stf,PASS,PASS,FAIL
gauntlet_index_2-bmv2__1.p4,gauntlet_index_2-bmv2__1.stf,PASS,FAIL,FAIL
gauntlet_index_2-bmv2__10.p4,gauntlet_index_2-bmv2__10.stf,PASS,FAIL,FAIL
gauntlet_index_2-bmv2__2.p4,gauntlet_index_2-bmv2__2.stf,PASS,FAIL,FAIL
gauntlet_index_2-bmv2__3.p4,gauntlet_index_2-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_index_2-bmv2__4.p4,gauntlet_index_2-bmv2__4.stf,PASS,FAIL,FAIL
gauntlet_index_2-bmv2__5.p4,gauntlet_index_2-bmv2__5.stf,PASS,FAIL,FAIL
gauntlet_index_2-bmv2__6.p4,gauntlet_index_2-bmv2__6.stf,PASS,PASS,FAIL
gauntlet_index_2-bmv2__7.p4,gauntlet_index_2-bmv2__7.stf,PASS,FAIL,FAIL
gauntlet_index_2-bmv2__8.p4,gauntlet_index_2-bmv2__8.stf,PASS,FAIL,FAIL
gauntlet_index_2-bmv2__9.p4,gauntlet_index_2-bmv2__9.stf,PASS,PASS,FAIL
gauntlet_index_4-bmv2__1.p4,gauntlet_index_4-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_index_4-bmv2__2.p4,gauntlet_index_4-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_index_4-bmv2__3.p4,gauntlet_index_4-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_index_4-bmv2__4.p4,gauntlet_index_4-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_index_4-bmv2__5.p4,gauntlet_index_4-bmv2__5.stf,PASS,PASS,FAIL
gauntlet_index_4-bmv2__6.p4,gauntlet_index_4-bmv2__6.stf,PASS,PASS,FAIL
gauntlet_index_4-bmv2__7.p4,gauntlet_index_4-bmv2__7.stf,PASS,PASS,FAIL
gauntlet_index_5-bmv2__1.p4,gauntlet_index_5-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_index_5-bmv2__2.p4,gauntlet_index_5-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_index_5-bmv2__3.p4,gauntlet_index_5-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_index_5-bmv2__4.p4,gauntlet_index_5-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_index_6-bmv2__1.p4,gauntlet_index_6-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_index_6-bmv2__2.p4,gauntlet_index_6-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_index_6-bmv2__3.p4,gauntlet_index_6-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_index_6-bmv2__4.p4,gauntlet_index_6-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_index_6-bmv2__5.p4,gauntlet_index_6-bmv2__5.stf,PASS,PASS,FAIL
gauntlet_index_7-bmv2__1.p4,gauntlet_index_7-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_index_7-bmv2__2.p4,gauntlet_index_7-bmv2__2.stf,PASS,FAIL,FAIL
gauntlet_index_7-bmv2__3.p4,gauntlet_index_7-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_index_7-bmv2__4.p4,gauntlet_index_7-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_index_7-bmv2__5.p4,gauntlet_index_7-bmv2__5.stf,PASS,PASS,FAIL
gauntlet_index_7-bmv2__6.p4,gauntlet_index_7-bmv2__6.stf,PASS,PASS,FAIL
gauntlet_index_8-bmv2__1.p4,gauntlet_index_8-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_index_8-bmv2__2.p4,gauntlet_index_8-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_index_8-bmv2__3.p4,gauntlet_index_8-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_index_8-bmv2__4.p4,gauntlet_index_8-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_index_8-bmv2__5.p4,gauntlet_index_8-bmv2__5.stf,PASS,PASS,FAIL
gauntlet_index_8-bmv2__6.p4,gauntlet_index_8-bmv2__6.stf,PASS,PASS,FAIL
gauntlet_index_9-bmv2__1.p4,gauntlet_index_9-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_index_9-bmv2__2.p4,gauntlet_index_9-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_index_9-bmv2__3.p4,gauntlet_index_9-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_index_9-bmv2__4.p4,gauntlet_index_9-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_indirect_hdr_assign_1-bmv2__1.p4,gauntlet_indirect_hdr_assign_1-bmv2__1.stf,PASS,PASS,PASS
gauntlet_indirect_hdr_assign_1-bmv2__2.p4,gauntlet_indirect_hdr_assign_1-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_indirect_hdr_assign_2-bmv2__1.p4,gauntlet_indirect_hdr_assign_2-bmv2__1.stf,PASS,PASS,PASS
gauntlet_indirect_hdr_assign_2-bmv2__2.p4,gauntlet_indirect_hdr_assign_2-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_inout_slice_table_key-bmv2__1.p4,gauntlet_inout_slice_table_key-bmv2__1.stf,PASS,FAIL,PASS
gauntlet_inout_slice_table_key-bmv2__2.p4,gauntlet_inout_slice_table_key-bmv2__2.stf,PASS,PASS,PASS
gauntlet_inout_slice_table_key-bmv2__3.p4,gauntlet_inout_slice_table_key-bmv2__3.stf,PASS,FAIL,FAIL
gauntlet_inout_slice_table_key-bmv2__4.p4,gauntlet_inout_slice_table_key-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_instance_overwrite-bmv2__1.p4,gauntlet_instance_overwrite-bmv2__1.stf,PASS,FAIL,FAIL
gauntlet_instance_overwrite-bmv2__2.p4,gauntlet_instance_overwrite-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_int_casting-bmv2__1.p4,gauntlet_int_casting-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_int_casting-bmv2__2.p4,gauntlet_int_casting-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_int_slice-bmv2__1.p4,gauntlet_int_slice-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_int_slice-bmv2__2.p4,gauntlet_int_slice-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_int_slice-bmv2__3.p4,gauntlet_int_slice-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_invalid_hdr_assign-bmv2__1.p4,gauntlet_invalid_hdr_assign-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_invalid_hdr_assign-bmv2__2.p4,gauntlet_invalid_hdr_assign-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_invalid_hdr_assign-bmv2__3.p4,gauntlet_invalid_hdr_assign-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_invalid_hdr_short_circuit-bmv2__1.p4,gauntlet_invalid_hdr_short_circuit-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_invalid_hdr_short_circuit-bmv2__2.p4,gauntlet_invalid_hdr_short_circuit-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_list_as_in_argument-bmv2__1.p4,gauntlet_list_as_in_argument-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_list_as_in_argument-bmv2__2.p4,gauntlet_list_as_in_argument-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_lookahead_expansion-bmv2__1.p4,gauntlet_lookahead_expansion-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_lookahead_expansion-bmv2__2.p4,gauntlet_lookahead_expansion-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_lookahead_expansion-bmv2__3.p4,gauntlet_lookahead_expansion-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_mux_eval-bmv2__1.p4,gauntlet_mux_eval-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_mux_eval-bmv2__2.p4,gauntlet_mux_eval-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_mux_hdr-bmv2__1.p4,gauntlet_mux_hdr-bmv2__1.stf,PASS,FAIL,FAIL
gauntlet_mux_hdr-bmv2__2.p4,gauntlet_mux_hdr-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_mux_hdr-bmv2__3.p4,gauntlet_mux_hdr-bmv2__3.stf,PASS,FAIL,FAIL
gauntlet_mux_hdr-bmv2__4.p4,gauntlet_mux_hdr-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_mux_hdr-bmv2__5.p4,gauntlet_mux_hdr-bmv2__5.stf,PASS,FAIL,FAIL
gauntlet_mux_hdr-bmv2__6.p4,gauntlet_mux_hdr-bmv2__6.stf,PASS,PASS,FAIL
gauntlet_mux_typecasting-bmv2__1.p4,gauntlet_mux_typecasting-bmv2__1.stf,PASS,FAIL,FAIL
gauntlet_mux_typecasting-bmv2__2.p4,gauntlet_mux_typecasting-bmv2__2.stf,PASS,FAIL,FAIL
gauntlet_mux_typecasting-bmv2__3.p4,gauntlet_mux_typecasting-bmv2__3.stf,PASS,FAIL,FAIL
gauntlet_mux_validity-bmv2__1.p4,gauntlet_mux_validity-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_mux_validity-bmv2__2.p4,gauntlet_mux_validity-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_mux_validity-bmv2__3.p4,gauntlet_mux_validity-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_nested_ifs_in_function-bmv2__1.p4,gauntlet_nested_ifs_in_function-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_nested_ifs_in_function-bmv2__2.p4,gauntlet_nested_ifs_in_function-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_nested_ifs_in_function-bmv2__3.p4,gauntlet_nested_ifs_in_function-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_nested_slice-bmv2__1.p4,gauntlet_nested_slice-bmv2__1.stf,PASS,PASS,PASS
gauntlet_nested_slice-bmv2__2.p4,gauntlet_nested_slice-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_nested_slice-bmv2__3.p4,gauntlet_nested_slice-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_nested_switch-bmv2__1.p4,gauntlet_nested_switch-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_nested_switch-bmv2__2.p4,gauntlet_nested_switch-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_nested_table_calls-bmv2__1.p4,gauntlet_nested_table_calls-bmv2__1.stf,PASS,FAIL,FAIL
gauntlet_nested_table_calls-bmv2__2.p4,gauntlet_nested_table_calls-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_nested_table_calls-bmv2__3.p4,gauntlet_nested_table_calls-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_return_truncate-bmv2__1.p4,gauntlet_return_truncate-bmv2__1.stf,PASS,PASS,PASS
gauntlet_return_truncate-bmv2__2.p4,gauntlet_return_truncate-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_return_truncate-bmv2__3.p4,gauntlet_return_truncate-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_set_invalid-bmv2__1.p4,gauntlet_set_invalid-bmv2__1.stf,PASS,PASS,PASS
gauntlet_set_invalid-bmv2__2.p4,gauntlet_set_invalid-bmv2__2.stf,PASS,PASS,PASS
gauntlet_set_invalid-bmv2__3.p4,gauntlet_set_invalid-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_set_valid_in_function-bmv2__1.p4,gauntlet_set_valid_in_function-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_set_valid_in_function-bmv2__2.p4,gauntlet_set_valid_in_function-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_set_valid_in_function-bmv2__3.p4,gauntlet_set_valid_in_function-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_short_circuit-bmv2__1.p4,gauntlet_short_circuit-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_short_circuit-bmv2__2.p4,gauntlet_short_circuit-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_short_circuit-bmv2__3.p4,gauntlet_short_circuit-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_short_circuit-bmv2__4.p4,gauntlet_short_circuit-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_side_effect_order_1-bmv2__1.p4,gauntlet_side_effect_order_1-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_side_effect_order_1-bmv2__2.p4,gauntlet_side_effect_order_1-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_side_effect_order_1-bmv2__3.p4,gauntlet_side_effect_order_1-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_side_effect_order_2-bmv2__1.p4,gauntlet_side_effect_order_2-bmv2__1.stf,PASS,PASS,PASS
gauntlet_side_effect_order_2-bmv2__2.p4,gauntlet_side_effect_order_2-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_side_effect_order_2-bmv2__3.p4,gauntlet_side_effect_order_2-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_side_effect_order_3-bmv2__1.p4,gauntlet_side_effect_order_3-bmv2__1.stf,PASS,PASS,PASS
gauntlet_side_effect_order_3-bmv2__2.p4,gauntlet_side_effect_order_3-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_side_effect_order_3-bmv2__3.p4,gauntlet_side_effect_order_3-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_side_effect_order_4-bmv2__1.p4,gauntlet_side_effect_order_4-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_side_effect_order_4-bmv2__2.p4,gauntlet_side_effect_order_4-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_side_effect_order_4-bmv2__3.p4,gauntlet_side_effect_order_4-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_side_effect_order_5-bmv2__1.p4,gauntlet_side_effect_order_5-bmv2__1.stf,PASS,PASS,PASS
gauntlet_side_effect_order_5-bmv2__2.p4,gauntlet_side_effect_order_5-bmv2__2.stf,PASS,PASS,PASS
gauntlet_side_effect_order_5-bmv2__3.p4,gauntlet_side_effect_order_5-bmv2__3.stf,PASS,FAIL,FAIL
gauntlet_side_effect_order_5-bmv2__4.p4,gauntlet_side_effect_order_5-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_side_effects_in_mux-bmv2__1.p4,gauntlet_side_effects_in_mux-bmv2__1.stf,PASS,PASS,FAIL
gauntlet_side_effects_in_mux-bmv2__2.p4,gauntlet_side_effects_in_mux-bmv2__2.stf,PASS,PASS,FAIL
gauntlet_side_effects_in_mux-bmv2__3.p4,gauntlet_side_effects_in_mux-bmv2__3.stf,PASS,PASS,FAIL
gauntlet_side_effects_in_mux-bmv2__4.p4,gauntlet_side_effects_in_mux-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_side_effects_in_mux-bmv2__5.p4,gauntlet_side_effects_in_mux-bmv2__5.stf,PASS,PASS,FAIL
gauntlet_switch_exclusivity-bmv2__1.p4,gauntlet_switch_exclusivity-bmv2__1.stf,PASS,FAIL,PASS
gauntlet_switch_exclusivity-bmv2__2.p4,gauntlet_switch_exclusivity-bmv2__2.stf,PASS,FAIL,PASS
gauntlet_switch_exclusivity-bmv2__3.p4,gauntlet_switch_exclusivity-bmv2__3.stf,PASS,PASS,PASS
gauntlet_switch_exclusivity-bmv2__4.p4,gauntlet_switch_exclusivity-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_switch_nested_table_apply-bmv2__1.p4,gauntlet_switch_nested_table_apply-bmv2__1.stf,PASS,FAIL,FAIL
gauntlet_switch_nested_table_apply-bmv2__2.p4,gauntlet_switch_nested_table_apply-bmv2__2.stf,PASS,FAIL,PASS
gauntlet_switch_nested_table_apply-bmv2__3.p4,gauntlet_switch_nested_table_apply-bmv2__3.stf,PASS,FAIL,FAIL
gauntlet_switch_nested_table_apply-bmv2__4.p4,gauntlet_switch_nested_table_apply-bmv2__4.stf,PASS,PASS,PASS
gauntlet_switch_nested_table_apply-bmv2__5.p4,gauntlet_switch_nested_table_apply-bmv2__5.stf,PASS,FAIL,FAIL
gauntlet_switch_nested_table_apply-bmv2__6.p4,gauntlet_switch_nested_table_apply-bmv2__6.stf,PASS,FAIL,FAIL
gauntlet_switch_nested_table_apply-bmv2__7.p4,gauntlet_switch_nested_table_apply-bmv2__7.stf,PASS,FAIL,FAIL
gauntlet_switch_nested_table_apply-bmv2__8.p4,gauntlet_switch_nested_table_apply-bmv2__8.stf,PASS,PASS,FAIL
gauntlet_switch_shadowing-bmv2__1.p4,gauntlet_switch_shadowing-bmv2__1.stf,PASS,FAIL,PASS
gauntlet_switch_shadowing-bmv2__2.p4,gauntlet_switch_shadowing-bmv2__2.stf,PASS,FAIL,PASS
gauntlet_switch_shadowing-bmv2__3.p4,gauntlet_switch_shadowing-bmv2__3.stf,PASS,PASS,PASS
gauntlet_switch_shadowing-bmv2__4.p4,gauntlet_switch_shadowing-bmv2__4.stf,PASS,PASS,FAIL
gauntlet_table_call_in_expression-bmv2__1.p4,gauntlet_table_call_in_expression-bmv2__1.stf,PASS,FAIL,FAIL
